('cinl', 'le'): 1.0
('kick', 'wtspc'): 1.0
('minsk', 'wtspc'): 1.0
('halms', 'tad'): 1.0
('vasc', 'ript'): 1.0
('ript', 'wtspc'): 1.0
('rpdyp', 'wtspc'): 1.0
('bals', 'por'): 1.0
('hog', 'gar'): 1.0
('iih', 'ra'): 1.0
('rach', 'wtspc'): 1.0
('dib', 'wtspc'): 1.0
('aout', 'tur'): 1.0
('rantz', 'wtspc'): 1.0
('aaz', 'wtspc'): 1.0
('sell', 'wtspc'): 1.0
('gurz', 'de'): 1.0
('emc', 'wtspc'): 1.0
('arr', 'he'): 1.0
('eitsch', 'rift'): 1.0
('lisc', 'he'): 1.0
('yab', 'ha'): 1.0
('feng', 'wtspc'): 1.0
('koch', 'wtspc'): 1.0
('cohn', 'wtspc'): 1.0
('vilf', 're'): 1.0
('hast', 'ra'): 1.0
('muhy', 'i'): 1.0
('sehl', 'wtspc'): 1.0
('felc', 'wtspc'): 1.0
('py', 'sik'): 1.0
('rusd', 'wtspc'): 1.0
('akl', 'wtspc'): 1.0
('percy', 'wtspc'): 1.0
('ridg', 'man'): 1.0
('junk', 'wtspc'): 1.0
('rolyn', 'wtspc'): 1.0
('merc', 'hant'): 1.0
('hant', 'wtspc'): 1.0
('nard', 'wtspc'): 1.0
('hics', 'wtspc'): 1.0
('aim', 'wtspc'): 1.0
('neth', 'wtspc'): 1.0
('galt', 'ma'): 1.0
('webs', 'ter'): 1.0
('iar', 'k'): 1.0
('zuv', 'wtspc'): 1.0
('dorp', 'feld'): 1.0
('newsmysqlmysq', 'lal'): 1.0
('odbc', 'wtspc'): 1.0
('gaby', 'te'): 1.0
('asp', 'wtspc'): 1.0
('vtys', 'ler'): 1.0
('tirmysql', 'wtspc'): 1.0
('ools', 'dur'): 1.0
('phpm', 'yad'): 1.0
('iatt', 'wtspc'): 1.0
('bcpl', 'wtspc'): 1.0
('pdp', 'wtspc'): 1.0
('sembly', 'wtspc'): 1.0
('kr', 'wtspc'): 1.0
('tikr', 'wtspc'): 1.0
('oiec', 'wtspc'): 1.0
('gcc', 'wtspc'): 1.0
('fons', 'ki'): 1.0
('solm', 'wtspc'): 1.0
('khk', 'yi'): 1.0
('mgk', 'wtspc'): 1.0
('dhkpc', 'wtspc'): 1.0
('tkpml', 'wtspc'): 1.0
('mlkp', 'wtspc'): 1.0
('thkpc', 'wtspc'): 1.0
('tdp', 'wtspc'): 1.0
('tekp', 'wtspc'): 1.0
('dhp', 'wtspc'): 1.0
('gill', 'wtspc'): 1.0
('suny', 'wtspc'): 1.0
('oam', 'wtspc'): 1.0
('sirf', 'wtspc'): 1.0
('eh', 'li'): 1.0
('gad', 'dar'): 1.0
('rupb', 'jar'): 1.0
('labs', 'wtspc'): 1.0
('yatt', 'wtspc'): 1.0
('webrtc', 'wtspc'): 1.0
('xul', 'wtspc'): 1.0
('xml', 'wtspc'): 1.0
('xhtml', 'wtspc'): 1.0
('mathml', 'wtspc'): 1.0
('svg', 'wtspc'): 1.0
('masc', 'ript'): 1.0
('xslt', 'wtspc'): 1.0
('apng', 'wtspc'): 1.0
('png', 'wtspc'): 1.0
('hatwg', 'wtspc'): 1.0
('woff', 'wtspc'): 1.0
('encryp', 'ted'): 1.0
('box', 'wtspc'): 1.0
('netf', 'lix'): 1.0
('lutv', 'wtspc'): 1.0
('toms', 'wtspc'): 1.0
('nilmk', 'ta'): 1.0
('map', 'wtspc'): 1.0
('tosh', 'wtspc'): 1.0
('tex', 'wtspc'): 1.0
('wirth', 'wtspc'): 1.0
('rongly', 'wtspc'): 1.0
('ucsd', 'wtspc'): 1.0
('psys', 'tem'): 1.0
('turn', 'wtspc'): 1.0
('why', 'wtspc'): 1.0
('oads', 'ter'): 1.0
('eeds', 'ter'): 1.0
('eams', 'wtspc'): 1.0
('viv', 'wtspc'): 1.0
('kanc', 'lik'): 1.0
('wod', 'word'): 1.0
('ialp', 'wtspc'): 1.0
('sims', 'por'): 1.0
('eint', 'racht'): 1.0
('racht', 'wtspc'): 1.0
('ausch', 'wtspc'): 1.0
('rald', 'wtspc'): 1.0
('dink', 'wtspc'): 1.0
('acf', 'wtspc'): 1.0
('ogc', 'wtspc'): 1.0
('atl', 'ti'): 1.0
('ss', 'wtspc'): 1.0
('wu', 'wtspc'): 1.0
('ooij', 'donk'): 1.0
('wus', 'hu'): 1.0
('uayt', 'h'): 1.0
('cerc', 'le'): 1.0
('dets', 'ki'): 1.0
('dinc', 'ma'): 1.0
('oort', 'wtspc'): 1.0
('basl', 'ya'): 1.0
('raps', 'k'): 1.0
('geb', 'ze'): 1.0
('kill', 'wtspc'): 1.0
('feb', 'wtspc'): 1.0
('tirgfb', 'wtspc'): 1.0
('gfbs', 'wtspc'): 1.0
('vils', 'wtspc'): 1.0
('kfy', 'wtspc'): 1.0
('kktc', 'wtspc'): 1.0
('fhm', 'wtspc'): 1.0
('rechts', 'wtspc'): 1.0
('jum', 'per'): 1.0
('qnx', 'wtspc'): 1.0
('xecsg', 'wtspc'): 1.0
('cond', 'wtspc'): 1.0
('next', 'wtspc'): 1.0
('befs', 'wtspc'): 1.0
('pf', 'lan'): 1.0
('zenhyb', 'ri'): 1.0
('runn', 'wtspc'): 1.0
('tsc', 'her'): 1.0
('sedg', 'wic'): 1.0
('fith', 'wtspc'): 1.0
('maclyn', 'wtspc'): 1.0
('carty', 'wtspc'): 1.0
('heyc', 'ha'): 1.0
('mr', 'na'): 1.0
('kary', 'wtspc'): 1.0
('tant', 'wtspc'): 1.0
('omp', 'ha'): 1.0
('eik', 'wtspc'): 1.0
('esc', 'he'): 1.0
('dup', 'li'): 1.0
('turp', 'gil'): 1.0
('sacc', 'ha'): 1.0
('romy', 'ces'): 1.0
('pcr', 'wtspc'): 1.0
('last', 'wtspc'): 1.0
('mdtr', 'wtspc'): 1.0
('xer', 'wtspc'): 1.0
('virdk', 'da'): 1.0
('nm', 'wtspc'): 1.0
('rakhty', 'wtspc'): 1.0
('pep', 'wtspc'): 1.0
('sekh', 'met'): 1.0
('sibkz', 'endsntnc'): 1.0
('hardy', 'wtspc'): 1.0
('litt', 'le'): 1.0
('jing', 'run'): 1.0
('qnp', 'wtspc'): 1.0
('npq', 'wtspc'): 1.0
('gn', 'wtspc'): 1.0
('gnn', 'wtspc'): 1.0
('wh', 'yis'): 1.0
('gols', 'tadt'): 1.0
('tadt', 'wtspc'): 1.0
('horc', 'ha'): 1.0
('horch', 'wtspc'): 1.0
('horsc', 'he'): 1.0
('dkw', 'wtspc'): 1.0
('uatt', 'ro'): 1.0
('asf', 'wtspc'): 1.0
('qi', 'wtspc'): 1.0
('kopy', 'la'): 1.0
('kily', 'le'): 1.0
('uest', 'ra'): 1.0
('ueb', 'lo'): 1.0
('holly', 'w'): 1.0
('verly', 'wtspc'): 1.0
('vhf', 'wtspc'): 1.0
('kers', 'wtspc'): 1.0
('wn', 'ba'): 1.0
('parks', 'wtspc'): 1.0
('laxy', 'wtspc'): 1.0
('monty', 'wtspc'): 1.0
('dits', 'wtspc'): 1.0
('help', 'wtspc'): 1.0
('just', 'wtspc'): 1.0
('fl', 'ying'): 1.0
('ying', 'wtspc'): 1.0
('tely', 'wtspc'): 1.0
('holy', 'wtspc'): 1.0
('jab', 'ber'): 1.0
('wocky', 'wtspc'): 1.0
('nent', 'wtspc'): 1.0
('munc', 'h'): 1.0
('jeff', 'wtspc'): 1.0
('rimm', 'wtspc'): 1.0
('ratc', 'he'): 1.0
('adbc', 'wtspc'): 1.0
('abcd', 'wtspc'): 1.0
('polyk', 'ra'): 1.0
('orp', 'h'): 1.0
('ors', 'le'): 1.0
('raktys', 'tir'): 1.0
('bp', 'la'): 1.0
('arkhy', 'tas'): 1.0
('madd', 'wtspc'): 1.0
('memphys', 'wtspc'): 1.0
('tirc', 'wtspc'): 1.0
('wicz', 'wtspc'): 1.0
('ledd', 'n'): 1.0
('iuy', 'gur'): 1.0
('soqq', 'wtspc'): 1.0
('oooh', 'wtspc'): 1.0
('ueu', 'hu'): 1.0
('yang', 'wtspc'): 1.0
('dizm', 'wtspc'): 1.0
('lank', 'ton'): 1.0
('artz', 'ru'): 1.0
('yef', 'ler'): 1.0
('vud', 'wtspc'): 1.0
('iath', 'wtspc'): 1.0
('akt', 'wtspc'): 1.0
('nays', 'wtspc'): 1.0
('zeck', 'wtspc'): 1.0
('bryn', 'wtspc'): 1.0
('mawr', 'wtspc'): 1.0
('romm', 'wtspc'): 1.0
('band', 'wtspc'): 1.0
('morg', 'wtspc'): 1.0
('witzky', 'wtspc'): 1.0
('iawsky', 'wtspc'): 1.0
('recht', 'wtspc'): 1.0
('vcpf', 'wtspc'): 1.0
('fink', 'wtspc'): 1.0
('harry', 'wtspc'): 1.0
('aay', 'wtspc'): 1.0
('rinj', 'mond'): 1.0
('aie', 'ne'): 1.0
('amm', 'wtspc'): 1.0
('uum', 'wtspc'): 1.0
('poll', 'yan'): 1.0
('guth', 'r'): 1.0
('gc', 'wtspc'): 1.0
('ranch', 'wtspc'): 1.0
('jump', 'wtspc'): 1.0
('call', 'wtspc'): 1.0
('carry', 'wtspc'): 1.0
('bcs', 'wtspc'): 1.0
('hp', 'wtspc'): 1.0
('vax', 'wtspc'): 1.0
('gif', 'wtspc'): 1.0
('rush', 'wtspc'): 1.0
('rtf', 'wtspc'): 1.0
('wav', 'wtspc'): 1.0
('tiff', 'wtspc'): 1.0
('xwd', 'wtspc'): 1.0
('uip', 'men'): 1.0
('gpr', 'wtspc'): 1.0
('iuc', 'wtspc'): 1.0
('push', 'wtspc'): 1.0
('add', 'wtspc'): 1.0
('dirrpn', 'endsntnc'): 1.0
('fix', 'wtspc'): 1.0
('dirx', 'wtspc'): 1.0
('rpn', 'de'): 1.0
('lurxy', 'wtspc'): 1.0
('wz', 'wtspc'): 1.0
('uadd', 'wtspc'): 1.0
('ys', 'to'): 1.0
('temp', 'l'): 1.0
('subt', 'wtspc'): 1.0
('tadds', 'to'): 1.0
('halt', 'wtspc'): 1.0
('bits', 'wtspc'): 1.0
('oadd', 'ress'): 1.0
('oadb', 'wtspc'): 1.0
('oadw', 'wtspc'): 1.0
('stx', 'wtspc'): 1.0
('tax', 'wtspc'): 1.0
('tsx', 'wtspc'): 1.0
('nisp', 'wtspc'): 1.0
('ldx', 'wtspc'): 1.0
('latxs', 'wtspc'): 1.0
('adc', 'wtspc'): 1.0
('bcd', 'wtspc'): 1.0
('seclc', 'endsntnc'): 1.0
('cl', 'da'): 1.0
('hadc', 'endsntnc'): 1.0
('clc', 'wtspc'): 1.0
('sbc', 'wtspc'): 1.0
('xor', 'wtspc'): 1.0
('ruptd', 'ri'): 1.0
('pull', 'wtspc'): 1.0
('pcpc', 'wtspc'): 1.0
('works', 'ta'): 1.0
('jvm', 'wtspc'): 1.0
('cn', 'endsntnc'): 1.0
('lady', 'wtspc'): 1.0
('ooklyn', 'wtspc'): 1.0
('navy', 'wtspc'): 1.0
('oonst', 'ruck'): 1.0
('ountry', 'wtspc'): 1.0
('entr', 'yi'): 1.0
('limp', 're'): 1.0
('tabl', 'se'): 1.0
('dns', 'wtspc'): 1.0
('sn', 'endsntnc'): 1.0
('gelz', 'wtspc'): 1.0
('hack', 'len'): 1.0
('dex', 'ten'): 1.0
('font', 'lar'): 1.0
('nentry', 'si'): 1.0
('vass', 'por'): 1.0
('zigs', 'po'): 1.0
('lant', 'wtspc'): 1.0
('lij', 'endsntnc'): 1.0
('uell', 'wtspc'): 1.0
('lirc', 'har'): 1.0
('kid', 'wtspc'): 1.0
('dogs', 'wtspc'): 1.0
('pick', 'ford'): 1.0
('banks', 'wtspc'): 1.0
('tists', 'wtspc'): 1.0
('sirk', 'wtspc'): 1.0
('worth', 'wtspc'): 1.0
('lily', 'wtspc'): 1.0
('eight', 'wtspc'): 1.0
('lads', 'wtspc'): 1.0
('mack', 'wtspc'): 1.0
('lehr', 'man'): 1.0
('lights', 'wtspc'): 1.0
('fid', 'ye'): 1.0
('eagr', 'endsntnc'): 1.0
('zg', 'va'): 1.0
('eyk', 'wa'): 1.0
('kerc', 'wtspc'): 1.0
('siysk', 'wtspc'): 1.0
('iang', 'wtspc'): 1.0
('ej', 'der'): 1.0
('uangs', 'han'): 1.0
('hs', 'wtspc'): 1.0
('iop', 'sis'): 1.0
('eiy', 'di'): 1.0
('pcc', 'wtspc'): 1.0
('denc', 'li'): 1.0
('uill', 'n'): 1.0
('eers', 'wtspc'): 1.0
('zej', 'wtspc'): 1.0
('tarn', 'w'): 1.0
('liczyn', 'wtspc'): 1.0
('wy', 'borc'): 1.0
('rmf', 'wtspc'): 1.0
('fm', 'wtspc'): 1.0
('mosk', 'wa'): 1.0
('httphttp', 'wtspc'): 1.0
('text', 'wtspc'): 1.0
('roxy', 'wtspc'): 1.0
('nntp', 'wtspc'): 1.0
('ftp', 'wtspc'): 1.0
('gop', 'her'): 1.0
('euph', 'ra'): 1.0
('ioch', 'wtspc'): 1.0
('ssg', 'wtspc'): 1.0
('bbs', 'wtspc'): 1.0
('pvc', 'wtspc'): 1.0
('mrp', 'wtspc'): 1.0
('uei', 'z'): 1.0
('darc', 'wtspc'): 1.0
('xus', 'wtspc'): 1.0
('dryb', 'rush'): 1.0
('auls', 'tick'): 1.0
('tipp', 'ling'): 1.0
('oeil', 'wtspc'): 1.0
('fifth', 'wtspc'): 1.0
('films', 'wtspc'): 1.0
('oups', 'wtspc'): 1.0
('aup', 'hins'): 1.0
('hins', 'wtspc'): 1.0
('bgst', 'wtspc'): 1.0
('oots', 'wtspc'): 1.0
('heyv', 'wtspc'): 1.0
('lerf', 'ran'): 1.0
('samf', 'ran'): 1.0
('math', 'r'): 1.0
('eard', 'wtspc'): 1.0
('muyb', 'rid'): 1.0
('remb', 'randt'): 1.0
('randt', 'wtspc'): 1.0
('gogh', 'wtspc'): 1.0
('qers', 'wtspc'): 1.0
('tovsk', 'wtspc'): 1.0
('uek', 'ber'): 1.0
('vod', 'wtspc'): 1.0
('ksy', 'endsntnc'): 1.0
('nexp', 'res'): 1.0
('uoy', 'na'): 1.0
('sirs', 'por'): 1.0
('lath', 'wtspc'): 1.0
('ahh', 'wtspc'): 1.0
('lombk', 'ris'): 1.0
('eif', 'wtspc'): 1.0
('fih', 'ris'): 1.0
('bry', 'wtspc'): 1.0
('uent', 'wtspc'): 1.0
('ll', 'v'): 1.0
('gij', 'n'): 1.0
('lardn', 'wtspc'): 1.0
('zight', 'wtspc'): 1.0
('gitt', 'gi'): 1.0
('keh', 'ri'): 1.0
('zalp', 'wtspc'): 1.0
('tcdd', 'nin'): 1.0
('fikh', 'wtspc'): 1.0
('bedr', 'y'): 1.0
('cud', 'wtspc'): 1.0
('hub', 'yar'): 1.0
('keb', 'r'): 1.0
('veyh', 'ler'): 1.0
('sihr', 'wtspc'): 1.0
('mab', 'd'): 1.0
('kirt', 'ma'): 1.0
('seyy', 'wtspc'): 1.0
('gud', 'wtspc'): 1.0
('nebt', 'le'): 1.0
('sayr', 'le'): 1.0
('dedd', 'n'): 1.0
('vedd', 'n'): 1.0
('bars', 'wtspc'): 1.0
('beyd', 'al'): 1.0
('redd', 'n'): 1.0
('gayb', 'wtspc'): 1.0
('burd', 'wtspc'): 1.0
('kavm', 'wtspc'): 1.0
('keyk', 'ba'): 1.0
('nedd', 'nin'): 1.0
('hoy', 'lu'): 1.0
('sahr', 'ha'): 1.0
('kasd', 'wtspc'): 1.0
('fadl', 'l'): 1.0
('cuh', 'wtspc'): 1.0
('remd', 'n'): 1.0
('kebr', 'y'): 1.0
('magl', 'p'): 1.0
('bahs', 'wtspc'): 1.0
('gayr', 'wtspc'): 1.0
('zady', 'wtspc'): 1.0
('pyr', 'es'): 1.0
('mevc', 't'): 1.0
('nasb', 'wtspc'): 1.0
('tesg', 'de'): 1.0
('feyz', 'wtspc'): 1.0
('dehr', 'ler'): 1.0
('cub', 'ba'): 1.0
('baht', 'wtspc'): 1.0
('hm', 'wtspc'): 1.0
('sanc', 'ta'): 1.0
('ix', 'endsntnc'): 1.0
('ecc', 'le'): 1.0
('ekkl', 's'): 1.0
('eutyc', 'h'): 1.0
('ouin', 'wtspc'): 1.0
('uon', 'del'): 1.0
('oaks', 'wtspc'): 1.0
('metr', 'lik'): 1.0
('lazm', 'wtspc'): 1.0
('tott', 'wtspc'): 1.0
('tym', 'pa'): 1.0
('dent', 'wtspc'): 1.0
('delf', 'te'): 1.0
('bipx', 'wtspc'): 1.0
('ioan', 'nes'): 1.0
('gull', 'la'): 1.0
('rems', 'wtspc'): 1.0
('sest', 'wtspc'): 1.0
('werks', 'tut'): 1.0
('dith', 'wtspc'): 1.0
('lort', 'wtspc'): 1.0
('nug', 'nu'): 1.0
('xorg', 'wtspc'): 1.0
('nary', 'wtspc'): 1.0
('bash', 'wtspc'): 1.0
('libc', 'wtspc'): 1.0
('lpgl', 'wtspc'): 1.0
('gfdl', 'wtspc'): 1.0
('yusk', 'l'): 1.0
('cist', 'wtspc'): 1.0
('bd', 'wtspc'): 1.0
('topt', 'rik'): 1.0
('huz', 'me'): 1.0
('iopt', 'rik'): 1.0
('gtv', 'den'): 1.0
('tach', 'wtspc'): 1.0
('lps', 'wtspc'): 1.0
('fahr', 'wtspc'): 1.0
('jal', 'pa'): 1.0
('lm', 'wtspc'): 1.0
('tommy', 'wtspc'): 1.0
('donc', 'ker'): 1.0
('lt', 'wtspc'): 1.0
('tors', 'por'): 1.0
('qvx', 'yi'): 1.0
('hern', 'wtspc'): 1.0
('suns', 'wtspc'): 1.0
('dell', 'wtspc'): 1.0
('rophy', 'wtspc'): 1.0
('svr', 'wtspc'): 1.0
('gtr', 'wtspc'): 1.0
('rgt', 'wtspc'): 1.0
('linkl', 'endsntnc'): 1.0
('muc', 'ke'): 1.0
('offs', 'ho'): 1.0
('mov', 'wtspc'): 1.0
('lensk', 'wtspc'): 1.0
('jepp', 'son'): 1.0
('fall', 'wtspc'): 1.0
('zez', 'wtspc'): 1.0
('gins', 'wtspc'): 1.0
('iai', 'n'): 1.0
('rumg', 'rup'): 1.0
('jat', 'wtspc'): 1.0
('dirg', 'rup'): 1.0
('kurd', 'wtspc'): 1.0
('mesh', 'r'): 1.0
('cild', 'wtspc'): 1.0
('auan', 'na'): 1.0
('eius', 'wtspc'): 1.0
('suh', 'te'): 1.0
('baf', 'ra'): 1.0
('taks', 'wtspc'): 1.0
('cidd', 'wtspc'): 1.0
('teklz', 'endsntnc'): 1.0
('tkz', 'endsntnc'): 1.0
('lr', 'wtspc'): 1.0
('uog', 'lu'): 1.0
('ouv', 're'): 1.0
('nag', 'me'): 1.0
('lery', 'wtspc'): 1.0
('linck', 'wtspc'): 1.0
('meb', 'wtspc'): 1.0
('eav', 'ru'): 1.0
('ebb', 'ro'): 1.0
('terly', 'wtspc'): 1.0
('kelk', 'wtspc'): 1.0
('iask', 'wtspc'): 1.0
('yevs', 'ki'): 1.0
('kett', 'wtspc'): 1.0
('told', 'wtspc'): 1.0
('cott', 'wtspc'): 1.0
('iilk', 'wtspc'): 1.0
('uul', 'ku'): 1.0
('oord', 'wtspc'): 1.0
('terc', 'han'): 1.0
('ytl', 'dir'): 1.0
('oach', 'wtspc'): 1.0
('kang', 'wtspc'): 1.0
('puh', 'koh'): 1.0
('tedt', 'wtspc'): 1.0
('tams', 'ted'): 1.0
('fog', 'lu'): 1.0
('ny', 'wtspc'): 1.0
('nahv', 'wtspc'): 1.0
('keyf', 'wtspc'): 1.0
('aeii', 'wtspc'): 1.0
('nk', 'wtspc'): 1.0
('bunk', 'wtspc'): 1.0
('tenk', 'ri'): 1.0
('nink', 'wtspc'): 1.0
('joq', 'wtspc'): 1.0
('oirs', 'wtspc'): 1.0
('lancs', 'wtspc'): 1.0
('hot', 'h'): 1.0
('nery', 'wtspc'): 1.0
('wings', 'wtspc'): 1.0
('nemy', 'wtspc'): 1.0
('dpt', 'wtspc'): 1.0
('lend', 'wtspc'): 1.0
('rgb', 'wtspc'): 1.0
('risz', 'wtspc'): 1.0
('oem', 'fon'): 1.0
('coll', 'ge'): 1.0
('somp', 't'): 1.0
('tsk', 'wtspc'): 1.0
('apn', 'de'): 1.0
('chpmsp', 'wtspc'): 1.0
('latz', 'wtspc'): 1.0
('hatz', 'wtspc'): 1.0
('pennsly', 'va'): 1.0
('eign', 'wtspc'): 1.0
('licy', 'wtspc'): 1.0
('nofsky', 'nin'): 1.0
('lfg', 'wtspc'): 1.0
('hpsg', 'wtspc'): 1.0
('eadd', 'ri'): 1.0
('jel', 'lo'): 1.0
('iou', 'ra'): 1.0
('und', 'wtspc'): 1.0
('euen', 'wtspc'): 1.0
('ainst', 'wtspc'): 1.0
('zert', 'wtspc'): 1.0
('vhs', 'wtspc'): 1.0
('ralph', 'wtspc'): 1.0
('suhr', 'kamp'): 1.0
('sons', 'wtspc'): 1.0
('bid', 'wtspc'): 1.0
('fly', 'wtspc'): 1.0
('gers', 'wtspc'): 1.0
('oughs', 'wtspc'): 1.0
('rash', 'wtspc'): 1.0
('tenz', 'wtspc'): 1.0
('lesh', 'wtspc'): 1.0
('saph', 'wtspc'): 1.0
('perk', 'lo'): 1.0
('luz', 'yon'): 1.0
('ely', 's'): 1.0
('airy', 'wtspc'): 1.0
('eryth', 'r'): 1.0
('aeum', 'wtspc'): 1.0
('syr', 'tis'): 1.0
('ging', 'wtspc'): 1.0
('tawny', 'wtspc'): 1.0
('ppb', 'wtspc'): 1.0
('nity', 'wtspc'): 1.0
('gonz', 'lez'): 1.0
('nalds', 'wtspc'): 1.0
('alh', 'wtspc'): 1.0
('bosg', 'runt'): 1.0
('runt', 'wtspc'): 1.0
('iod', 'wtspc'): 1.0
('farz', 'wtspc'): 1.0
('lirr', 'wtspc'): 1.0
('rays', 'wtspc'): 1.0
('dary', 'wtspc'): 1.0
('lirp', 'wtspc'): 1.0
('nirv', 'wtspc'): 1.0
('vx', 'wtspc'): 1.0
('vz', 'wtspc'): 1.0
('tx', 'wtspc'): 1.0
('tz', 'wtspc'): 1.0
('tikt', 'wtspc'): 1.0
('pov', 'ray'): 1.0
('verms', 'tir'): 1.0
('cept', 'wtspc'): 1.0
('gmbh', 'endsntnc'): 1.0
('ltsn', 'wtspc'): 1.0
('dah', 'yu'): 1.0
('tccd', 'wtspc'): 1.0
('kats', 'por'): 1.0
('hals', 'por'): 1.0
('liks', 'por'): 1.0
('iaaf', 'wtspc'): 1.0
('srt', 'wtspc'): 1.0
('iirts', 'por'): 1.0
('ziks', 'wing'): 1.0
('wind', 'wtspc'): 1.0
('letc', 'her'): 1.0
('benny', 'wtspc'): 1.0
('oood', 'man'): 1.0
('armst', 'rong'): 1.0
('teddy', 'wtspc'): 1.0
('hamp', 'ton'): 1.0
('jimmy', 'wtspc'): 1.0
('wart', 'wtspc'): 1.0
('milt', 'wtspc'): 1.0
('cym', 'bal'): 1.0
('oody', 'wtspc'): 1.0
('dizzy', 'wtspc'): 1.0
('bunny', 'wtspc'): 1.0
('hord', 'wtspc'): 1.0
('sonny', 'wtspc'): 1.0
('lins', 'wtspc'): 1.0
('colt', 'ra'): 1.0
('oenm', 'li'): 1.0
('lucky', 'wtspc'): 1.0
('johnny', 'wtspc'): 1.0
('subs', 'ti'): 1.0
('earl', 'wtspc'): 1.0
('misty', 'wtspc'): 1.0
('bussy', 'wtspc'): 1.0
('buck', 'ner'): 1.0
('hands', 'wtspc'): 1.0
('mery', 'wtspc'): 1.0
('fitz', 'ge'): 1.0
('lessly', 'wtspc'): 1.0
('sings', 'wtspc'): 1.0
('hick', 'wtspc'): 1.0
('ningty', 'ler'): 1.0
('pq', 'wtspc'): 1.0
('dorff', 'wtspc'): 1.0
('gilb', 'wtspc'): 1.0
('witch', 'endsntnc'): 1.0
('russ', 'wtspc'): 1.0
('eamp', 'wtspc'): 1.0
('dant', 'wtspc'): 1.0
('eadg', 'be'): 1.0
('guns', 'wtspc'): 1.0
('moth', 'tel'): 1.0
('ueens', 'wtspc'): 1.0
('dethk', 'lok'): 1.0
('yuss', 'tel'): 1.0
('punch', 'wtspc'): 1.0
('marth', 'wtspc'): 1.0
('lipk', 'not'): 1.0
('ascc', 'wtspc'): 1.0
('postp', 'ro'): 1.0
('eay', 'ri'): 1.0
('forsyt', 'he'): 1.0
('lowc', 'harts'): 1.0
('harts', 'man'): 1.0
('uef', 'ran'): 1.0
('eds', 'ger'): 1.0
('dijkst', 'ra'): 1.0
('weg', 'ner'): 1.0
('acc', 're'): 1.0
('oard', 'wtspc'): 1.0
('lems', 'wtspc'): 1.0
('sights', 'wtspc'): 1.0
('bohm', 'wtspc'): 1.0
('alm', 'endsntnc'): 1.0
('ks', 'wtspc'): 1.0
('iock', 'ha'): 1.0
('kenf', 'las'): 1.0
('dirk', 'la'): 1.0
('loy', 'ment'): 1.0
('lermpmp', 'wtspc'): 1.0
('rins', 'ti'): 1.0
('mp', 'wtspc'): 1.0
('lossy', 'wtspc'): 1.0
('pegx', 'wtspc'): 1.0
('perts', 'wtspc'): 1.0
('pcm', 'wtspc'): 1.0
('voc', 'wtspc'): 1.0
('snd', 'wtspc'): 1.0
('vbr', 'wtspc'): 1.0
('buch', 'wtspc'): 1.0
('sensc', 'haft'): 1.0
('chry', 'san'): 1.0
('gesc', 'hich'): 1.0
('hich', 'te'): 1.0
('neck', 'tir'): 1.0
('aary', 'wtspc'): 1.0
('vd', 'endsntnc'): 1.0
('heyl', 'wtspc'): 1.0
('jec', 'te'): 1.0
('ricky', 'wtspc'): 1.0
('hort', 'wtspc'): 1.0
('monk', 'wtspc'): 1.0
('self', 'wtspc'): 1.0
('nasty', 'wtspc'): 1.0
('hevsky', 'wtspc'): 1.0
('ulm', 'wtspc'): 1.0
('kost', 'wtspc'): 1.0
('kob', 'wtspc'): 1.0
('gym', 'na'): 1.0
('kows', 'ki'): 1.0
('mach', 'wtspc'): 1.0
('serl', 'wtspc'): 1.0
('went', 'hal'): 1.0
('pots', 'dam'): 1.0
('tudy', 'de'): 1.0
('lard', 'wtspc'): 1.0
('toltz', 'wtspc'): 1.0
('boltz', 'man'): 1.0
('nath', 'wtspc'): 1.0
('bohr', 'wtspc'): 1.0
('iels', 'wtspc'): 1.0
('hurr', 'wtspc'): 1.0
('lsd', 'wtspc'): 1.0
('uur', 'wtspc'): 1.0
('cbm', 'wtspc'): 1.0
('terb', 'l'): 1.0
('nics', 'wtspc'): 1.0
('zx', 'wtspc'): 1.0
('amst', 'rad'): 1.0
('cpc', 'wtspc'): 1.0
('vc', 'wtspc'): 1.0
('crt', 'wtspc'): 1.0
('cgs', 'wtspc'): 1.0
('cdx', 'wtspc'): 1.0
('ould', 'wtspc'): 1.0
('ocs', 'wtspc'): 1.0
('bv', 'wtspc'): 1.0
('totv', 'wtspc'): 1.0
('cdtv', 'wtspc'): 1.0
('joys', 'tick'): 1.0
('ells', 'worth'): 1.0
('qvc', 'de'): 1.0
('iad', 'wtspc'): 1.0
('ronx', 'wtspc'): 1.0
('ntsc', 'wtspc'): 1.0
('adsr', 'wtspc'): 1.0
('sids', 'ta'): 1.0
('rintx', 'wtspc'): 1.0
('egg', 'wtspc'): 1.0
('runs', 'top'): 1.0
('kesys', 'wtspc'): 1.0
('rohl', 'wtspc'): 1.0
('mells', 'wtspc'): 1.0
('jam', 'wtspc'): 1.0
('buzz', 'big'): 1.0
('vins', 'wtspc'): 1.0
('bath', 'wtspc'): 1.0
('zep', 'pe'): 1.0
('butch', 'wtspc'): 1.0
('gef', 'fen'): 1.0
('dgc', 'wtspc'): 1.0
('andy', 'wtspc'): 1.0
('mix', 'le'): 1.0
('ourt', 'ney'): 1.0
('mtv', 'wtspc'): 1.0
('earts', 'ha'): 1.0
('germs', 'wtspc'): 1.0
('unp', 'lug'): 1.0
('belly', 'wtspc'): 1.0
